City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,mar del plata,-38.0023,-57.5575,62.62,90,20,5.75,AR,1682286282
360,mbandaka,0.0487,18.2603,69.94,97,100,1.95,CD,1682286282
361,rawson,-43.3002,-65.1023,65.64,46,63,7.99,AR,1682286283
362,bloomington,44.8408,-93.2983,45.39,45,75,12.66,US,1682286283
363,ormara,25.2088,64.6357,78.51,86,95,6.15,PK,1682286283
364,katsuura,35.1333,140.3,51.57,85,100,19.24,JP,1682286238
365,port augusta,-32.5,137.7667,62.24,54,0,2.68,AU,1682286283
366,borogontsy,62.6683,131.1683,20.62,89,30,8.48,RU,1682286283
367,sieradz,51.5958,18.7302,52.5,89,99,7.36,PL,1682286283
368,lafollette,36.3829,-84.1199,59.13,44,0,9.22,US,1682286284
369,beichengqu,40.4394,113.1536,37.6,65,91,4.05,CN,1682286284
370,bay city,43.5945,-83.8889,44.82,62,100,13.8,US,1682286284
371,jaleshwar,26.6471,85.8008,73.11,64,21,10.22,NP,1682286284
372,iron river,46.0927,-88.6423,38.16,60,100,7.9,US,1682286284
373,sterling,39.0062,-77.4286,60.78,49,75,14.97,US,1682286057
374,coahuayana de hidalgo,18.7,-103.6583,87.13,55,24,7.81,MX,1682286285
375,topolobampo,25.6,-109.05,85.91,26,0,13.8,MX,1682286285
376,dihok,36.8695,42.994,65.62,52,97,7.14,IQ,1682286285
377,tchintabaraden,15.8969,5.7985,85.01,7,32,8.68,NE,1682286285
378,timmins,48.4669,-81.3331,39.02,81,100,5.75,CA,1682286285
379,nantucket,41.2835,-70.0995,50.11,89,100,21.85,US,1682286285
380,nelson bay,-32.7167,152.15,71.01,81,100,7.0,AU,1682286285
381,vallenar,-28.5708,-70.7581,69.4,54,0,6.13,CL,1682286286
382,yeniseysk,58.4497,92.1703,31.08,90,100,4.72,RU,1682286286
383,bandarbeyla,9.4942,50.8122,81.43,70,27,4.81,SO,1682286286
384,watsa,3.0372,29.5355,63.43,99,100,2.42,CD,1682286286
385,fort st. john,56.2499,-120.8529,42.69,81,100,10.36,CA,1682286286
386,dryden,49.7833,-92.7503,37.69,30,20,9.22,CA,1682286286
387,tchibanga,-2.85,11.0333,72.9,91,65,0.67,GA,1682286287
388,happy valley-goose bay,53.3168,-60.3315,44.91,65,40,10.36,CA,1682286287
389,timbuktu,16.7735,-3.0074,85.93,12,0,11.32,ML,1682286287
390,shar,49.5886,81.0453,43.68,43,98,14.92,KZ,1682286287
391,lotoshino,56.2267,35.6414,54.21,53,97,6.35,RU,1682286287
392,novodvinsk,64.4165,40.8122,26.35,86,99,3.02,RU,1682286287
393,chistopol',55.3631,50.6424,49.01,59,47,6.96,RU,1682286287
394,kupang,-10.1667,123.5833,75.78,94,20,2.3,ID,1682286288
395,san luis de la loma,17.2706,-100.8939,86.49,58,9,7.49,MX,1682286288
396,hamilton,39.1834,-84.5333,47.75,53,100,14.97,US,1682286075
397,santa cruz,-17.8,-63.1667,80.65,61,75,6.91,BO,1682285994
398,vereeniging,-26.6731,27.9261,56.62,32,10,2.51,ZA,1682286288
399,enewetak,11.3474,162.3373,80.8,84,92,19.77,MH,1682286288
400,jalai nur,49.45,117.7,33.35,29,99,6.13,CN,1682286288
401,saint-pierre,-21.3393,55.4781,78.48,73,0,5.75,RE,1682286289
402,mount pearl,47.5166,-52.7813,37.85,97,100,20.71,CA,1682286289
403,luanco,43.6152,-5.7934,58.01,88,87,5.28,ES,1682286289
404,kos,36.8933,27.2889,62.04,75,0,12.08,GR,1682286077
405,paita,-5.0892,-81.1144,78.17,80,100,15.23,PE,1682286289
406,arkhangel'sk,64.5401,40.5433,26.71,68,0,2.24,RU,1682286290
407,sikasso,10.9167,-7.0,88.72,12,8,3.91,ML,1682286290
408,cadale,2.7603,46.3222,83.34,75,100,7.43,SO,1682286290
409,arteche,12.2645,125.4048,78.26,88,86,3.98,PH,1682286290
410,alamo,20.9167,-97.6833,94.64,46,76,10.22,MX,1682286041
411,klaksvik,62.2266,-6.589,36.52,64,100,25.19,FO,1682286290
412,ta`u,-14.2336,-169.5144,80.56,78,34,9.33,AS,1682286291
413,oranjemund,-28.55,16.4333,60.04,78,100,4.29,NA,1682286291
414,freetown,8.484,-13.2299,80.65,79,1,10.38,SL,1682286291
415,dhidhdhoo,6.8833,73.1,84.61,71,88,12.24,MV,1682286291
416,buala,-8.145,159.5921,84.16,75,65,5.91,SB,1682286292
417,saldanha,-33.0117,17.9442,60.85,97,100,10.07,ZA,1682286292
418,karachi,24.9056,67.0822,82.22,51,66,4.61,PK,1682286292
419,rouyn-noranda,48.2398,-79.0288,41.09,87,75,3.44,CA,1682286292
420,tisaiyanvilai,8.3333,77.8833,82.04,75,81,8.59,IN,1682286292
421,castillos,-34.1667,-53.8333,64.06,90,100,6.38,UY,1682286293
422,heroica guaymas,27.9333,-110.9,91.45,15,0,12.66,MX,1682286293
423,saint-louis,16.3333,-15.0,89.24,26,2,14.94,SN,1682286293
424,malanje,-9.5402,16.341,65.48,96,88,1.81,AO,1682286293
425,tampakan,6.4442,124.9264,76.1,91,78,1.43,PH,1682286293
426,quellon,-43.1167,-73.6167,53.85,71,0,2.3,CL,1682286294
427,cartersville,34.1651,-84.7999,68.92,46,0,3.44,US,1682286063
428,harper,4.375,-7.7169,79.72,86,75,4.21,LR,1682286294
429,lira,2.235,32.9097,64.76,94,100,2.64,UG,1682286294
430,kapuskasing,49.4169,-82.4331,33.89,80,100,5.75,CA,1682286294
431,kamba,11.8486,3.6576,87.3,44,92,13.09,NG,1682286294
432,heihe,50.2441,127.4902,30.78,43,1,10.65,CN,1682286295
433,anjiang,27.3194,110.1031,46.11,96,100,3.58,CN,1682286295
434,mambajao,9.2504,124.7156,80.04,85,52,9.1,PH,1682286295
435,pervomayskoye,43.919,46.7102,52.59,84,100,5.5,RU,1682286295
436,fale old settlement,-9.3852,-171.2468,83.57,74,21,5.08,TK,1682286295
437,xiva,41.3783,60.3639,66.18,28,73,15.52,UZ,1682286295
438,richards bay,-28.783,32.0377,65.66,84,32,3.74,ZA,1682286295
439,luchegorsk,46.4764,134.2569,39.87,41,80,11.23,RU,1682286296
440,itupiranga,-5.1347,-49.3267,86.32,88,99,3.56,BR,1682286296
441,el haouaria,37.05,11.0144,64.42,78,3,12.08,TN,1682286296
442,cole harbour,44.6724,-63.4751,52.99,79,81,12.66,CA,1682286296
443,dili,-8.5586,125.5736,79.72,78,78,1.99,TL,1682286296
444,sinop,41.7711,34.8709,45.1,93,100,2.55,TR,1682286297
445,myeik,12.4333,98.6,77.67,84,53,3.62,MM,1682286297
446,lamu,-2.2717,40.902,80.82,85,100,3.18,KE,1682286297
447,leh,34.1667,77.5833,20.66,37,0,5.26,IN,1682286297
448,lesnoy,57.6198,63.0784,42.24,79,84,11.1,RU,1682286297
449,luderitz,-26.6481,15.1594,66.02,48,100,4.09,NA,1682286243
450,genhe,50.7833,121.5167,23.18,65,17,2.39,CN,1682286260
451,eureka,40.8021,-124.1637,56.93,82,100,11.01,US,1682286040
452,asau,46.4333,26.4,45.52,83,86,3.02,RO,1682286298
453,siroki brijeg,43.3833,17.5928,52.72,78,77,1.92,BA,1682286298
454,midvagur,62.0511,-7.1939,36.43,64,100,17.27,FO,1682286298
455,pandan,14.0453,124.1694,79.41,84,75,9.98,PH,1682286298
456,xinyuan,37.3,99.0,30.33,45,98,11.77,CN,1682286298
457,debark',13.1561,37.8981,60.49,18,71,3.78,ET,1682286299
458,bondo,3.8146,23.6866,69.4,91,92,2.98,CD,1682286299
459,manokwari,-0.8667,134.0833,78.64,79,33,2.06,ID,1682286299
460,natchez,31.5604,-91.4032,61.02,59,75,9.22,US,1682286299
461,guilin,25.2819,110.2864,53.71,93,100,8.99,CN,1682286299
462,susuman,62.7833,148.1667,23.07,79,100,12.41,RU,1682286300
463,palmer,42.1584,-72.3287,53.46,84,100,12.66,US,1682286291
464,severo-yeniseyskiy,60.3725,93.0408,31.21,87,100,6.73,RU,1682286300
465,poronaysk,49.2167,143.1167,36.57,58,43,6.42,RU,1682286300
466,selfoss,63.9331,-20.9971,36.05,86,62,5.88,IS,1682286300
467,lagarto,-10.9172,-37.65,72.99,80,13,4.61,BR,1682286300
468,thunder bay,48.4001,-89.3168,35.58,60,100,9.22,CA,1682286075
469,tateyama,34.9833,139.8667,53.65,87,100,20.6,JP,1682286301
470,montoro,38.0241,-4.3834,72.18,42,4,3.09,ES,1682286301
471,abadeh,31.1608,52.6506,54.72,54,91,0.72,IR,1682286301
472,kristiansund,63.1115,7.732,37.45,87,100,8.05,NO,1682286302
473,fernley,39.608,-119.2518,73.02,16,64,10.0,US,1682286302
474,rondonopolis,-16.4708,-54.6356,74.41,87,49,1.25,BR,1682286168
475,dampit,-8.2116,112.7493,71.89,96,98,2.84,ID,1682286303
476,kununurra,-15.7667,128.7333,60.78,88,6,0.0,AU,1682286303
477,bikenibeu village,1.3673,173.1241,85.96,79,20,8.05,KI,1682286303
478,morales,2.757,-76.6172,62.44,96,99,2.66,CO,1682286303
479,nchelenge,-9.3451,28.734,69.85,87,100,4.76,ZM,1682286303
480,colonia menno,-22.3667,-59.8167,72.68,52,0,6.4,PY,1682286304
481,laguna,38.421,-121.4238,81.28,40,0,9.22,US,1682286304
482,caleta de carquin,-11.0925,-77.6267,77.34,74,19,11.45,PE,1682286304
483,betafo,-19.8333,46.85,58.6,91,1,2.17,MG,1682286304
484,luganville,-15.5333,167.1667,82.38,74,55,5.21,VU,1682286305
485,vila franca do campo,37.7167,-25.4333,64.81,95,92,15.21,PT,1682286305
486,bure,10.7,37.0667,65.19,30,64,3.98,ET,1682286305
487,thames,-37.1333,175.5333,60.55,58,51,15.52,NZ,1682286305
488,santona,43.4439,-3.4576,58.06,90,52,9.28,ES,1682286305
489,khorixas,-20.3667,14.9667,69.12,54,67,9.98,NA,1682286305
490,nova vicosa,-17.8919,-39.3719,76.53,77,69,14.25,BR,1682286305
491,chandler,33.3062,-111.8412,94.48,13,40,8.05,US,1682286178
492,ailuk,10.2197,169.9797,81.19,81,58,22.26,MH,1682286306
493,vila velha,-20.3297,-40.2925,73.35,88,75,2.3,BR,1682286306
494,tolanaro,-25.0319,46.9987,77.07,83,20,6.91,MG,1682286306
495,ulladulla,-35.35,150.4667,60.93,81,66,4.92,AU,1682286306
496,finote selam,10.7,37.2667,67.05,27,65,3.27,ET,1682286306
497,alofi,-19.0595,-169.9187,80.49,69,3,13.8,NU,1682286307
498,touros,-5.1989,-35.4608,79.39,79,79,11.79,BR,1682286239
499,vylkove,45.4021,29.586,50.94,70,65,5.23,UA,1682286307
500,lata,40.1629,-8.3327,61.81,98,82,1.77,PT,1682286307
501,iwon-up,40.3231,128.6553,44.94,38,99,4.83,KP,1682286307
502,ust'-talovka,50.5493,81.85,39.87,60,93,9.89,KZ,1682286307
503,taltal,-25.4,-70.4833,66.56,75,20,5.77,CL,1682286223
504,marondera,-18.1853,31.5519,57.04,57,86,4.09,ZW,1682286308
505,red hill,33.9996,-79.2581,76.91,38,61,5.66,US,1682286308
506,huntington beach,33.6603,-117.9992,80.91,74,0,16.11,US,1682286149
507,rotenburg an der fulda,50.9833,9.7167,52.99,82,100,1.01,DE,1682286308
508,serenje,-13.2325,30.2352,60.39,94,89,2.3,ZM,1682286308
509,nassau,40.7507,-73.5829,66.65,63,20,11.5,US,1682286309
510,colesberg,-30.72,25.0972,59.92,51,76,5.93,ZA,1682286309
511,jining,35.405,116.5814,45.43,91,100,11.59,CN,1682286309
512,quang ngai,15.1167,108.8,73.99,90,100,5.61,VN,1682286309
513,mawlaik,23.6333,94.4167,67.03,90,8,1.83,MM,1682286309
514,sihanoukville,10.6093,103.5296,78.75,94,40,4.61,KH,1682286309
515,villamontes,-21.25,-63.5,73.51,65,100,3.44,BO,1682286310
516,severnoye,56.3491,78.3619,42.96,76,100,8.77,RU,1682286310
517,bamiantong,44.9333,130.5333,36.7,26,0,7.36,CN,1682286310
518,puerto aysen,-45.4,-72.7,51.39,97,100,3.04,CL,1682286310
519,namibe,-15.1961,12.1522,75.49,67,82,10.0,AO,1682286310
520,bintulu,3.1667,113.0333,79.21,94,20,0.0,MY,1682286310
521,lazaro cardenas,17.9583,-102.2,83.97,58,3,8.77,MX,1682286311
522,afaahiti,-17.75,-149.2833,80.47,85,100,16.22,PF,1682286311
523,calama,-22.4667,-68.9333,68.49,32,0,23.02,CL,1682286248
524,portland,45.5234,-122.6762,55.96,75,100,4.61,US,1682285659
525,withernsea,53.7311,0.0335,48.45,86,100,22.5,GB,1682286311
526,turpan,42.9333,89.1667,57.04,23,0,3.4,CN,1682286311
527,ed damer,17.5928,33.9592,91.27,9,15,4.9,SD,1682286312
528,mili,6.0815,171.735,82.58,80,85,20.13,MH,1682286312
529,san jose del cabo,23.0589,-109.6977,91.69,41,20,11.5,MX,1682286032
530,san ignacio de velasco,-16.3667,-60.95,73.72,82,71,3.62,BO,1682286312
531,madalena,41.2162,-8.3345,60.46,94,100,1.72,PT,1682286312
532,ingeniero jacobacci,-41.3427,-69.5448,62.83,27,52,7.05,AR,1682286312
533,saint-joseph,-21.3667,55.6167,77.38,77,100,3.31,RE,1682286313
534,ribeira brava,32.65,-17.0667,66.7,77,98,3.13,PT,1682286313
535,hirara,24.8,125.2833,70.07,83,75,5.75,JP,1682286313
536,bereznik,62.8551,42.7072,29.77,88,97,2.89,RU,1682286313
537,yahyali,38.1023,35.357,46.74,87,61,0.36,TR,1682286313
538,gaigeturi,33.4644,126.3183,57.25,72,100,18.41,KR,1682286313
539,omaruru,-21.4333,15.9333,67.53,58,59,7.18,NA,1682286314
540,kuala belait,4.5833,114.1833,78.96,91,44,4.0,BN,1682286314
541,kapa'a,22.0752,-159.319,80.58,77,100,4.61,US,1682286314
542,al jawf,29.5,38.75,77.11,18,99,18.72,SA,1682286314
543,tual,-5.6667,132.75,82.35,76,66,7.49,ID,1682286315
544,edd,13.9297,41.6925,89.53,53,7,14.23,ER,1682286315
545,thinadhoo,0.5333,72.9333,83.66,75,84,5.86,MV,1682286315
546,pierre,44.3683,-100.351,53.85,27,0,5.75,US,1682285841
547,san miguel,13.4833,-88.1833,91.06,58,20,6.91,SV,1682286218
548,al bayda,32.7627,21.7551,57.43,68,0,9.01,LY,1682286315
549,ola,59.5833,151.2833,34.7,68,90,19.8,RU,1682286316
550,mil'kovo,55.6078,37.7956,52.34,54,26,3.24,RU,1682286316
551,juigalpa,12.1063,-85.3645,93.11,52,40,6.91,NI,1682286022
552,lishu,43.3047,124.3278,39.24,22,0,5.99,CN,1682286316
553,juan griego,11.0817,-63.9655,69.93,100,48,9.22,VE,1682286316
554,kedrovyy,56.1667,91.8167,23.41,80,91,4.61,RU,1682286317
555,waingapu,-9.6567,120.2641,77.4,87,34,9.86,ID,1682286317
556,wynyard,-41.0,145.7167,53.98,98,30,4.88,AU,1682286317
557,bulayevo,54.9056,70.4439,45.75,86,85,15.57,KZ,1682286317
558,leongatha,-38.4833,145.95,52.93,90,6,1.92,AU,1682286317
559,ivanivka,46.7208,34.553,47.75,79,79,3.44,UA,1682286318
560,mahavelona,-17.6848,49.5087,73.38,93,28,4.12,MG,1682286318
561,arkalyk,50.2486,66.9114,47.73,82,13,9.01,KZ,1682286318
562,mersa matruh,31.3525,27.2453,64.6,77,0,4.61,EG,1682286318
563,petauke,-14.2426,31.3253,63.09,73,98,5.82,ZM,1682286318
